  0,2.863494,2.859520,0.175287
  1,2.858877,2.859520,4.408085
  2,2.766450,2.454907,4.360107
  3,1.992645,1.667448,4.470185
  4,1.381100,1.261358,4.376945
  5,1.097763,1.097472,4.366201
  6,0.987362,1.039604,4.479913
  7,0.939031,1.017213,4.353729
  8,0.911105,1.006163,4.441221
  9,0.888114,1.000191,4.465347
 10,0.870983,0.997005,4.519227
 11,0.851964,0.995403,4.415208
 12,0.839008,0.995307,4.363900
 13,0.827447,0.996079,4.458726
 14,0.816918,0.997334,4.423726
 15,0.806440,0.999254,4.403848
 16,0.797818,1.001760,4.406772
 17,0.791730,1.004374,4.436099
 18,0.785542,1.007077,4.426205
 19,0.780892,1.009824,4.607233
 20,0.776265,1.012912,4.478913
 21,0.771954,1.015860,4.373890
 22,0.768494,1.018636,4.393642
 23,0.766120,1.021320,4.424060
 24,0.763070,1.023944,4.334617
 25,0.760903,1.026189,4.433927
 26,0.756513,1.028584,4.381346
 27,0.757922,1.030692,4.388241
 28,0.756733,1.032920,4.535553
 29,0.754653,1.035200,4.417957
 30,0.753716,1.037035,4.518596
 31,0.752632,1.038717,4.389742
 32,0.753173,1.040365,4.690671
 33,0.752101,1.041830,4.533004
 34,0.751999,1.043231,4.531532
 35,0.749903,1.044129,4.534862
 36,0.750403,1.045207,4.595275
 37,0.750434,1.046208,4.519141
 38,0.748893,1.047064,4.380671
 39,0.750558,1.047935,4.509182
 40,0.748625,1.048370,4.645900
 41,0.750297,1.049114,4.391971
 42,0.749935,1.049257,4.447115
 43,0.750813,1.049628,4.388990
 44,0.749463,1.050197,4.489707
 45,0.750004,1.050938,4.251768
 46,0.750056,1.051160,4.425702
 47,0.748905,1.051308,4.340885
 48,0.749263,1.051766,4.284102
 49,0.749893,1.051928,4.432078
 50,0.749531,1.051820,4.540313
 51,0.749848,1.052296,4.504119
 52,0.748298,1.052453,4.434836
 53,0.749739,1.052412,4.512377
 54,0.749507,1.052880,4.444236
 55,0.749106,1.052697,4.434852
 56,0.750168,1.053143,4.396322
 57,0.749575,1.052666,4.427388
 58,0.750448,1.052937,4.476890
 59,0.749024,1.052877,4.383790
 60,0.749604,1.052931,4.382690
 61,0.750422,1.052981,4.457980
 62,0.749160,1.052988,4.569325
 63,0.749848,1.053241,4.409559
 64,0.750868,1.053060,4.527060
 65,0.748478,1.053403,4.427378
 66,0.749996,1.053115,4.750424
 67,0.749238,1.053120,4.472918
 68,0.750538,1.053051,4.406113
 69,0.749490,1.053353,4.430103
 70,0.748725,1.053245,4.413175
 71,0.750047,1.053791,4.481943
 72,0.749782,1.053596,4.515130
 73,0.749252,1.054198,4.402498
 74,0.748295,1.053849,4.303153
 75,0.749839,1.053982,4.354342
 76,0.749966,1.054042,4.436718
 77,0.749711,1.053807,4.406790
 78,0.749210,1.053768,4.417035
 79,0.749409,1.053650,4.452053
 80,0.749266,1.053802,4.437023
 81,0.750110,1.053668,4.455291
 82,0.749108,1.053575,4.394602
 83,0.748724,1.053401,4.456247
 84,0.749933,1.053428,4.481821
 85,0.750127,1.053787,4.312840
 86,0.750277,1.053253,4.460240
 87,0.749551,1.053616,4.402158
 88,0.749812,1.053476,4.438129
 89,0.750042,1.053181,4.271924
 90,0.749308,1.053359,4.367284
 91,0.751000,1.053766,4.433512
 92,0.749623,1.054051,4.432832
 93,0.750001,1.053780,4.418291
 94,0.750566,1.053648,4.515848
 95,0.750158,1.053813,4.379676
 96,0.749571,1.054624,4.488767
 97,0.749589,1.053845,4.353846
 98,0.750220,1.053398,4.351495
 99,0.750461,1.053637,4.545708
100,0.748457,1.054105,4.363629
101,0.749985,1.054211,4.367616
102,0.750550,1.054603,4.462235
103,0.750023,1.054089,2.679203
104,0.749693,1.054532,2.388307
105,0.750649,1.053677,2.366517
106,0.749689,1.054278,2.362992
107,0.751486,1.054182,2.424313
108,0.750974,1.054420,2.395946
109,0.749401,1.053598,2.389112
110,0.749430,1.054444,2.385468
111,0.749713,1.054048,2.403435
112,0.750458,1.054045,2.377858
113,0.748985,1.054130,2.368409
114,0.748970,1.054535,2.398144
115,0.749563,1.053776,2.386634
116,0.750283,1.054316,2.382173
117,0.749359,1.054229,2.374359
118,0.750013,1.053447,2.371371
119,0.751327,1.054371,2.377085
120,0.749467,1.054393,2.382604
